类别,表达式,复杂度,AUC,expr_full
0,0.52 - 0.57*(12*(0.076 - 0.78*x_9)/(Abs(0.78*x_9 - 0.076) + 1) - 2.1*(0.12 - 3.9*x_1)/(Abs(3.9*x_1 - 0.12) + 1) - 2*(0.4 - 1.2*x_6)/(Abs(1.2*x_6 - 0.4) + 1) + 0.85*(0.46 - x_13)**2 - 0.32*(0.91 - x_3)**3 + 2.1*(1.8 - 4.9*x_10)/(Abs(4.9*x_10 - 1.8) + 1) - 3.2*(2 - 1.8*x_15)/(Abs(1.8*x_15 - 2) + 1) - 1.8*(3.6 - 4.3*x_5)/(Abs(4.3*x_5 - 3.6) + 1) + 11)/(Abs(12*(0.076 - 0.78*x_9)/(Abs(0.78*x_9 - 0.076) + 1) - 2.1*(0.12 - 3.9*x_1)/(Abs(3.9*x_1 - 0.12) + 1) - 2*(0.4 - 1.2*x_6)/(Abs(1.2*x_6 - 0.4) + 1) + 0.85*(0.46 - x_13)**2 - 0.32*(0.91 - x_3)**3 + 2.1*(1.8 - 4.9*x_10)/(Abs(4.9*x_10 - 1.8) + 1) - 3.2*(2 - 1.8*x_15)/(Abs(1.8*x_15 - 2) + 1) - 1.8*(3.6 - 4.3*x_5)/(Abs(4.3*x_5 - 3.6) + 1) + 11) + 1),251,0.9999,0.521849691867828 - 0.569180488586426*(11.6359981390588*(0.075519934296608 - 0.775200128555298*x_9)/(Abs(0.775200128555298*x_9 - 0.075519934296608) + 1) - 2.10948569909172*(0.121279880404472 - 3.87679958343506*x_1)/(Abs(3.87679958343506*x_1 - 0.121279880404472) + 1) - 2.00583253021853*(0.39743959903717 - 1.19591987133026*x_6)/(Abs(1.19591987133026*x_6 - 0.39743959903717) + 1) + 0.851358286712328*(0.464960581938936 - x_13)**2 - 0.320335454809959*(0.905039579142172 - x_3)**3 + 2.0890670322791*(1.81255972385406 - 4.90015983581543*x_10)/(Abs(4.90015983581543*x_10 - 1.81255972385406) + 1) - 3.17188862201988*(2.0395200252533 - 1.82239973545074*x_15)/(Abs(1.82239973545074*x_15 - 2.0395200252533) + 1) - 1.7728835393419*(3.58183979988098 - 4.3459997177124*x_5)/(Abs(4.3459997177124*x_5 - 3.58183979988098) + 1) + 11.2356535577962)/(Abs(11.6359981390588*(0.075519934296608 - 0.775200128555298*x_9)/(Abs(0.775200128555298*x_9 - 0.075519934296608) + 1) - 2.10948569909172*(0.121279880404472 - 3.87679958343506*x_1)/(Abs(3.87679958343506*x_1 - 0.121279880404472) + 1) - 2.00583253021853*(0.39743959903717 - 1.19591987133026*x_6)/(Abs(1.19591987133026*x_6 - 0.39743959903717) + 1) + 0.851358286712328*(0.464960581938936 - x_13)**2 - 0.320335454809959*(0.905039579142172 - x_3)**3 + 2.0890670322791*(1.81255972385406 - 4.90015983581543*x_10)/(Abs(4.90015983581543*x_10 - 1.81255972385406) + 1) - 3.17188862201988*(2.0395200252533 - 1.82239973545074*x_15)/(Abs(1.82239973545074*x_15 - 2.0395200252533) + 1) - 1.7728835393419*(3.58183979988098 - 4.3459997177124*x_5)/(Abs(4.3459997177124*x_5 - 3.58183979988098) + 1) + 11.2356535577962) + 1)
1,0.55 + 0.62*(-3.8*(0.29 - 1.4*x_3)/(Abs(1.4*x_3 - 0.29) + 1) + 3.9*(0.57 - 1.2*x_8)/(Abs(1.2*x_8 - 0.57) + 1) + 1.9*(4.5 - 5.8*x_5)/(Abs(5.8*x_5 - 4.5) + 1) + 4.4*(-2.8*x_12 - 0.27)/(Abs(2.8*x_12 + 0.27) + 1) + 1.5*(-2.4*x_15 - 1.5)/(Abs(2.4*x_15 + 1.5) + 1) + 2.9*(-3.1*x_4 - 0.27)/(Abs(3.1*x_4 + 0.27) + 1) - 8.4)/(Abs(4.4*(2.8*x_12 + 0.27)/(Abs(2.8*x_12 + 0.27) + 1) + 1.5*(2.4*x_15 + 1.5)/(Abs(2.4*x_15 + 1.5) + 1) - 3.8*(1.4*x_3 - 0.29)/(Abs(1.4*x_3 - 0.29) + 1) + 2.9*(3.1*x_4 + 0.27)/(Abs(3.1*x_4 + 0.27) + 1) + 1.9*(5.8*x_5 - 4.5)/(Abs(5.8*x_5 - 4.5) + 1) + 3.9*(1.2*x_8 - 0.57)/(Abs(1.2*x_8 - 0.57) + 1) + 8.4) + 1),211,0.9994,0.549403429031372 + 0.623791754245758*(-3.759486079216*(0.285199731588364 - 1.3791196346283*x_3)/(Abs(1.3791196346283*x_3 - 0.285199731588364) + 1) + 3.94091427326202*(0.57127982378006 - 1.22791969776154*x_8)/(Abs(1.22791969776154*x_8 - 0.57127982378006) + 1) + 1.91128328442574*(4.50471973419189 - 5.76471948623657*x_5)/(Abs(5.76471948623657*x_5 - 4.50471973419189) + 1) + 4.42243129014969*(-2.78559970855713*x_12 - 0.267279744148254)/(Abs(2.78559970855713*x_12 + 0.267279744148254) + 1) + 1.47449895739555*(-2.37807989120483*x_15 - 1.54575979709625)/(Abs(2.37807989120483*x_15 + 1.54575979709625) + 1) + 2.91366547346115*(-3.08463978767395*x_4 - 0.265119761228561)/(Abs(3.08463978767395*x_4 + 0.265119761228561) + 1) - 8.44772902131081)/(Abs(4.42243129014969*(2.78559970855713*x_12 + 0.267279744148254)/(Abs(2.78559970855713*x_12 + 0.267279744148254) + 1) + 1.47449895739555*(2.37807989120483*x_15 + 1.54575979709625)/(Abs(2.37807989120483*x_15 + 1.54575979709625) + 1) - 3.759486079216*(1.3791196346283*x_3 - 0.285199731588364)/(Abs(1.3791196346283*x_3 - 0.285199731588364) + 1) + 2.91366547346115*(3.08463978767395*x_4 + 0.265119761228561)/(Abs(3.08463978767395*x_4 + 0.265119761228561) + 1) + 1.91128328442574*(5.76471948623657*x_5 - 4.50471973419189)/(Abs(5.76471948623657*x_5 - 4.50471973419189) + 1) + 3.94091427326202*(1.22791969776154*x_8 - 0.57127982378006)/(Abs(1.22791969776154*x_8 - 0.57127982378006) + 1) + 8.44772902131081) + 1)
2,-0.1*(-0.66*(0.66 - 0.93*x_8)/(Abs(0.93*x_8 - 0.66) + 1) - 0.81*(0.82 - 1.2*x_5)/(Abs(1.2*x_5 - 0.82) + 1) - 0.091*(1 - 0.75*x_14)**3 + (-1*x_1 - 0.76)/(Abs(1*x_1 + 0.76) + 1) + 0.59*(-3.1*x_12 - 0.22)/(Abs(3.1*x_12 + 0.22) + 1) + 0.24)**2 + 0.33 - 0.39*(-0.44*(0.16 - x_14)**2 - 12*(0.45 - 0.21*x_9)/(Abs(0.21*x_9 - 0.45) + 1) - 2.9*(0.46 - 1.1*x_5)/(Abs(1.1*x_5 - 0.46) + 1) - 5.3*(0.88 - 0.61*x_3)/(Abs(0.61*x_3 - 0.88) + 1) + 1.2*(-1.2*x_8 - 0.28)/(Abs(1.2*x_8 + 0.28) + 1) + 8.8)/(Abs(-0.44*(0.16 - x_14)**2 - 12*(0.45 - 0.21*x_9)/(Abs(0.21*x_9 - 0.45) + 1) - 2.9*(0.46 - 1.1*x_5)/(Abs(1.1*x_5 - 0.46) + 1) - 5.3*(0.88 - 0.61*x_3)/(Abs(0.61*x_3 - 0.88) + 1) + 1.2*(-1.2*x_8 - 0.28)/(Abs(1.2*x_8 + 0.28) + 1) + 8.8) + 1) + 0.24*(-3.3*(0.69 - 0.96*x_13)/(Abs(0.96*x_13 - 0.69) + 1) - 4.2*(0.87 - 2.6*x_12)/(Abs(2.6*x_12 - 0.87) + 1) + 3.8*(1.1 - 1.6*x_10)/(Abs(1.6*x_10 - 1.1) + 1) + 4.4*(2.2 - 1.9*x_9)/(Abs(1.9*x_9 - 2.2) + 1) - 3.7*(-0.61*x_5 - 0.25)/(Abs(0.61*x_5 + 0.25) + 1) + 0.49)/(Abs(-3.3*(0.69 - 0.96*x_13)/(Abs(0.96*x_13 - 0.69) + 1) - 4.2*(0.87 - 2.6*x_12)/(Abs(2.6*x_12 - 0.87) + 1) + 3.8*(1.1 - 1.6*x_10)/(Abs(1.6*x_10 - 1.1) + 1) + 4.4*(2.2 - 1.9*x_9)/(Abs(1.9*x_9 - 2.2) + 1) - 3.7*(-0.61*x_5 - 0.25)/(Abs(0.61*x_5 + 0.25) + 1) + 0.49) + 1) - 0.3*(5.5*(0.57 - 0.35*x_9)/(Abs(0.35*x_9 - 0.57) + 1) + 4.6*(0.71 - 0.39*x_14)/(Abs(0.39*x_14 - 0.71) + 1) - 2.8)/(Abs(4.6*(0.39*x_14 - 0.71)/(Abs(0.39*x_14 - 0.71) + 1) + 5.5*(0.35*x_9 - 0.57)/(Abs(0.35*x_9 - 0.57) + 1) + 2.8) + 1),500,0.9996,-0.102883230605826*(-0.660622399202637*(0.658959984779358 - 0.927039921283722*x_8)/(Abs(0.927039921283722*x_8 - 0.658959984779358) + 1) - 0.809900854705674*(0.823839783668518 - 1.17711985111237*x_5)/(Abs(1.17711985111237*x_5 - 0.823839783668518) + 1) - 0.0905188024754838*(1 - 0.745465280290025*x_14)**3 + (-0.999520003795624*x_1 - 0.764879643917084)/(Abs(0.999520003795624*x_1 + 0.764879643917084) + 1) + 0.592235988779675*(-3.11407971382141*x_12 - 0.2200797945261)/(Abs(3.11407971382141*x_12 + 0.2200797945261) + 1) + 0.240715222958402)**2 + 0.329795844852924 - 0.387708753347397*(-0.4392181217861*(0.164324166665303 - x_14)**2 - 12.0716466116687*(0.447679579257965 - 0.212079808115959*x_9)/(Abs(0.212079808115959*x_9 - 0.447679579257965) + 1) - 2.91654330451712*(0.458479553461075 - 1.10855996608734*x_5)/(Abs(1.10855996608734*x_5 - 0.458479553461075) + 1) - 5.25067786446243*(0.877359807491302 - 0.612399935722351*x_3)/(Abs(0.612399935722351*x_3 - 0.877359807491302) + 1) + 1.2104226385554*(-1.15927982330322*x_8 - 0.27623975276947)/(Abs(1.15927982330322*x_8 + 0.27623975276947) + 1) + 8.80073828288409)/(Abs(-0.4392181217861*(0.164324166665303 - x_14)**2 - 12.0716466116687*(0.447679579257965 - 0.212079808115959*x_9)/(Abs(0.212079808115959*x_9 - 0.447679579257965) + 1) - 2.91654330451712*(0.458479553461075 - 1.10855996608734*x_5)/(Abs(1.10855996608734*x_5 - 0.458479553461075) + 1) - 5.25067786446243*(0.877359807491302 - 0.612399935722351*x_3)/(Abs(0.612399935722351*x_3 - 0.877359807491302) + 1) + 1.2104226385554*(-1.15927982330322*x_8 - 0.27623975276947)/(Abs(1.15927982330322*x_8 + 0.27623975276947) + 1) + 8.80073828288409) + 1) + 0.23541384935379*(-3.27191250741546*(0.691360056400299 - 0.962959945201874*x_13)/(Abs(0.962959945201874*x_13 - 0.691360056400299) + 1) - 4.21884503334638*(0.867999792098999 - 2.59895992279053*x_12)/(Abs(2.59895992279053*x_12 - 0.867999792098999) + 1) + 3.80950721421428*(1.10863983631134 - 1.59567940235138*x_10)/(Abs(1.59567940235138*x_10 - 1.10863983631134) + 1) + 4.39673513107101*(2.2378396987915 - 1.89784014225006*x_9)/(Abs(1.89784014225006*x_9 - 2.2378396987915) + 1) - 3.65130618679814*(-0.613199949264526*x_5 - 0.25439977645874)/(Abs(0.613199949264526*x_5 + 0.25439977645874) + 1) + 0.486787173188706)/(Abs(-3.27191250741546*(0.691360056400299 - 0.962959945201874*x_13)/(Abs(0.962959945201874*x_13 - 0.691360056400299) + 1) - 4.21884503334638*(0.867999792098999 - 2.59895992279053*x_12)/(Abs(2.59895992279053*x_12 - 0.867999792098999) + 1) + 3.80950721421428*(1.10863983631134 - 1.59567940235138*x_10)/(Abs(1.59567940235138*x_10 - 1.10863983631134) + 1) + 4.39673513107101*(2.2378396987915 - 1.89784014225006*x_9)/(Abs(1.89784014225006*x_9 - 2.2378396987915) + 1) - 3.65130618679814*(-0.613199949264526*x_5 - 0.25439977645874)/(Abs(0.613199949264526*x_5 + 0.25439977645874) + 1) + 0.486787173188706) + 1) - 0.29632768034935*(5.45156598564284*(0.567519843578339 - 0.350559651851654*x_9)/(Abs(0.350559651851654*x_9 - 0.567519843578339) + 1) + 4.55997163134515*(0.705519556999207 - 0.392399609088898*x_14)/(Abs(0.392399609088898*x_14 - 0.705519556999207) + 1) - 2.83017995307999)/(Abs(4.55997163134515*(0.392399609088898*x_14 - 0.705519556999207)/(Abs(0.392399609088898*x_14 - 0.705519556999207) + 1) + 5.45156598564284*(0.350559651851654*x_9 - 0.567519843578339)/(Abs(0.350559651851654*x_9 - 0.567519843578339) + 1) + 2.83017995307999) + 1)
3,0.56 - 0.65*(-2.7*(0.46 - 1.1*x_15)/(Abs(1.1*x_15 - 0.46) + 1) - 5.2*(0.53 - 0.78*x_1)/(Abs(0.78*x_1 - 0.53) + 1) + 2.2*(-2.5*x_3 - 0.19)/(Abs(2.5*x_3 + 0.19) + 1) - 1.9*(-4.5*x_5 - 1.6)/(Abs(4.5*x_5 + 1.6) + 1) - 6.5*(-0.43*x_7 - 0.12)/(Abs(0.43*x_7 + 0.12) + 1) + 7.2)/(Abs(-2.7*(0.46 - 1.1*x_15)/(Abs(1.1*x_15 - 0.46) + 1) - 5.2*(0.53 - 0.78*x_1)/(Abs(0.78*x_1 - 0.53) + 1) + 2.2*(-2.5*x_3 - 0.19)/(Abs(2.5*x_3 + 0.19) + 1) - 1.9*(-4.5*x_5 - 1.6)/(Abs(4.5*x_5 + 1.6) + 1) - 6.5*(-0.43*x_7 - 0.12)/(Abs(0.43*x_7 + 0.12) + 1) + 7.2) + 1),181,0.9996,0.563669502735138 - 0.653277218341827*(-2.67901152191786*(0.457199573516846 - 1.10679996013641*x_15)/(Abs(1.10679996013641*x_15 - 0.457199573516846) + 1) - 5.15985091070115*(0.52975982427597 - 0.784479677677155*x_1)/(Abs(0.784479677677155*x_1 - 0.52975982427597) + 1) + 2.15265797619847*(-2.45823979377747*x_3 - 0.185039818286896)/(Abs(2.45823979377747*x_3 + 0.185039818286896) + 1) - 1.88283702569277*(-4.47872018814087*x_5 - 1.58111989498138)/(Abs(4.47872018814087*x_5 + 1.58111989498138) + 1) - 6.46299574881471*(-0.431359648704529*x_7 - 0.117999881505966)/(Abs(0.431359648704529*x_7 + 0.117999881505966) + 1) + 7.24232818626312)/(Abs(-2.67901152191786*(0.457199573516846 - 1.10679996013641*x_15)/(Abs(1.10679996013641*x_15 - 0.457199573516846) + 1) - 5.15985091070115*(0.52975982427597 - 0.784479677677155*x_1)/(Abs(0.784479677677155*x_1 - 0.52975982427597) + 1) + 2.15265797619847*(-2.45823979377747*x_3 - 0.185039818286896)/(Abs(2.45823979377747*x_3 + 0.185039818286896) + 1) - 1.88283702569277*(-4.47872018814087*x_5 - 1.58111989498138)/(Abs(4.47872018814087*x_5 + 1.58111989498138) + 1) - 6.46299574881471*(-0.431359648704529*x_7 - 0.117999881505966)/(Abs(0.431359648704529*x_7 + 0.117999881505966) + 1) + 7.24232818626312) + 1)
4,0.22 + 0.17*(-0.4*(0.16 - x_14)**2 - 11*(0.45 - 0.21*x_9)/(Abs(0.21*x_9 - 0.45) + 1) - 2.6*(0.46 - 1.1*x_5)/(Abs(1.1*x_5 - 0.46) + 1) - 4.7*(0.88 - 0.61*x_3)/(Abs(0.61*x_3 - 0.88) + 1) + 1.1*(-1.2*x_8 - 0.28)/(Abs(1.2*x_8 + 0.28) + 1) + 8.5)/(Abs(-0.4*(0.16 - x_14)**2 - 11*(0.45 - 0.21*x_9)/(Abs(0.21*x_9 - 0.45) + 1) - 2.6*(0.46 - 1.1*x_5)/(Abs(1.1*x_5 - 0.46) + 1) - 4.7*(0.88 - 0.61*x_3)/(Abs(0.61*x_3 - 0.88) + 1) + 1.1*(-1.2*x_8 - 0.28)/(Abs(1.2*x_8 + 0.28) + 1) + 8.5) + 1) + 0.17*(-4.2*(0.69 - 0.96*x_13)/(Abs(0.96*x_13 - 0.69) + 1) - 5.4*(0.87 - 2.6*x_12)/(Abs(2.6*x_12 - 0.87) + 1) + 4.9*(1.1 - 1.6*x_10)/(Abs(1.6*x_10 - 1.1) + 1) + 5.6*(2.2 - 1.9*x_9)/(Abs(1.9*x_9 - 2.2) + 1) - 4.7*(-0.61*x_5 - 0.25)/(Abs(0.61*x_5 + 0.25) + 1) + 1)/(Abs(-4.2*(0.69 - 0.96*x_13)/(Abs(0.96*x_13 - 0.69) + 1) - 5.4*(0.87 - 2.6*x_12)/(Abs(2.6*x_12 - 0.87) + 1) + 4.9*(1.1 - 1.6*x_10)/(Abs(1.6*x_10 - 1.1) + 1) + 5.6*(2.2 - 1.9*x_9)/(Abs(1.9*x_9 - 2.2) + 1) - 4.7*(-0.61*x_5 - 0.25)/(Abs(0.61*x_5 + 0.25) + 1) + 1) + 1) + 0.21*(0.17*(-x_14 - 0.94)**2 + 1.4*(-0.97*x_3 - 0.47)/(Abs(0.97*x_3 + 0.47) + 1) - 1.9*(-0.45*x_6 - 0.053)/(Abs(0.45*x_6 + 0.053) + 1) + 0.4*(-x_9 - 0.096)**2 - 0.67)/(Abs(0.17*(-x_14 - 0.94)**2 + 1.4*(-0.97*x_3 - 0.47)/(Abs(0.97*x_3 + 0.47) + 1) - 1.9*(-0.45*x_6 - 0.053)/(Abs(0.45*x_6 + 0.053) + 1) + 0.4*(-x_9 - 0.096)**2 - 0.67) + 1) + 0.42*(5.2*(0.029 - 0.63*x_7)/(Abs(0.63*x_7 - 0.029) + 1) + 11*(0.059 - 0.44*x_11)/(Abs(0.44*x_11 - 0.059) + 1) - 6.6*(0.77 - 1.1*x_5)/(Abs(1.1*x_5 - 0.77) + 1) + 5.1*(1.1 - 2.1*x_12)/(Abs(2.1*x_12 - 1.1) + 1) - 5.5)/(Abs(11*(0.44*x_11 - 0.059)/(Abs(0.44*x_11 - 0.059) + 1) + 5.1*(2.1*x_12 - 1.1)/(Abs(2.1*x_12 - 1.1) + 1) - 6.6*(1.1*x_5 - 0.77)/(Abs(1.1*x_5 - 0.77) + 1) + 5.2*(0.63*x_7 - 0.029)/(Abs(0.63*x_7 - 0.029) + 1) + 5.5) + 1),598,0.9997,0.222872667014599 + 0.172918185591698*(-0.395454499704338*(0.164324166665303 - x_14)**2 - 10.8688297104231*(0.447679579257965 - 0.212079808115959*x_9)/(Abs(0.212079808115959*x_9 - 0.447679579257965) + 1) - 2.62593940492178*(0.458479553461075 - 1.10855996608734*x_5)/(Abs(1.10855996608734*x_5 - 0.458479553461075) + 1) - 4.72750117767418*(0.877359807491302 - 0.612399935722351*x_3)/(Abs(0.612399935722351*x_3 - 0.877359807491302) + 1) + 1.08981632409476*(-1.15927982330322*x_8 - 0.27623975276947)/(Abs(1.15927982330322*x_8 + 0.27623975276947) + 1) + 8.47455686048336)/(Abs(-0.395454499704338*(0.164324166665303 - x_14)**2 - 10.8688297104231*(0.447679579257965 - 0.212079808115959*x_9)/(Abs(0.212079808115959*x_9 - 0.447679579257965) + 1) - 2.62593940492178*(0.458479553461075 - 1.10855996608734*x_5)/(Abs(1.10855996608734*x_5 - 0.458479553461075) + 1) - 4.72750117767418*(0.877359807491302 - 0.612399935722351*x_3)/(Abs(0.612399935722351*x_3 - 0.877359807491302) + 1) + 1.08981632409476*(-1.15927982330322*x_8 - 0.27623975276947)/(Abs(1.15927982330322*x_8 + 0.27623975276947) + 1) + 8.47455686048336) + 1) + 0.174487143754959*(-4.1764842504835*(0.691360056400299 - 0.962959945201874*x_13)/(Abs(0.962959945201874*x_13 - 0.691360056400299) + 1) - 5.38521118675021*(0.867999792098999 - 2.59895992279053*x_12)/(Abs(2.59895992279053*x_12 - 0.867999792098999) + 1) + 4.86270548072724*(1.10863983631134 - 1.59567940235138*x_10)/(Abs(1.59567940235138*x_10 - 1.10863983631134) + 1) + 5.61228180363867*(2.2378396987915 - 1.89784014225006*x_9)/(Abs(1.89784014225006*x_9 - 2.2378396987915) + 1) - 4.6607672877235*(-0.613199949264526*x_5 - 0.25439977645874)/(Abs(0.613199949264526*x_5 + 0.25439977645874) + 1) + 1.04874787324535)/(Abs(-4.1764842504835*(0.691360056400299 - 0.962959945201874*x_13)/(Abs(0.962959945201874*x_13 - 0.691360056400299) + 1) - 5.38521118675021*(0.867999792098999 - 2.59895992279053*x_12)/(Abs(2.59895992279053*x_12 - 0.867999792098999) + 1) + 4.86270548072724*(1.10863983631134 - 1.59567940235138*x_10)/(Abs(1.59567940235138*x_10 - 1.10863983631134) + 1) + 5.61228180363867*(2.2378396987915 - 1.89784014225006*x_9)/(Abs(1.89784014225006*x_9 - 2.2378396987915) + 1) - 4.6607672877235*(-0.613199949264526*x_5 - 0.25439977645874)/(Abs(0.613199949264526*x_5 + 0.25439977645874) + 1) + 1.04874787324535) + 1) + 0.211574271321297*(0.170182093030656*(-x_14 - 0.937660362652808)**2 + 1.41640225052834*(-0.965279936790466*x_3 - 0.469759553670883)/(Abs(0.965279936790466*x_3 + 0.469759553670883) + 1) - 1.90570396184921*(-0.451519578695297*x_6 - 0.0529599562287331)/(Abs(0.451519578695297*x_6 + 0.0529599562287331) + 1) + 0.39747793578433*(-x_9 - 0.0961664212489471)**2 - 0.673453886061907)/(Abs(0.170182093030656*(-x_14 - 0.937660362652808)**2 + 1.41640225052834*(-0.965279936790466*x_3 - 0.469759553670883)/(Abs(0.965279936790466*x_3 + 0.469759553670883) + 1) - 1.90570396184921*(-0.451519578695297*x_6 - 0.0529599562287331)/(Abs(0.451519578695297*x_6 + 0.0529599562287331) + 1) + 0.39747793578433*(-x_9 - 0.0961664212489471)**2 - 0.673453886061907) + 1) + 0.424318492412567*(5.20119683136642*(0.02879998087883 - 0.633919954299927*x_7)/(Abs(0.633919954299927*x_7 - 0.02879998087883) + 1) + 10.9625349986317*(0.0592799484729767 - 0.440799593925476*x_11)/(Abs(0.440799593925476*x_11 - 0.0592799484729767) + 1) - 6.62411844509705*(0.772239685058594 - 1.08559989929199*x_5)/(Abs(1.08559989929199*x_5 - 0.772239685058594) + 1) + 5.08293360827764*(1.14863991737366 - 2.06800007820129*x_12)/(Abs(2.06800007820129*x_12 - 1.14863991737366) + 1) - 5.52661829739675)/(Abs(10.9625349986317*(0.440799593925476*x_11 - 0.0592799484729767)/(Abs(0.440799593925476*x_11 - 0.0592799484729767) + 1) + 5.08293360827764*(2.06800007820129*x_12 - 1.14863991737366)/(Abs(2.06800007820129*x_12 - 1.14863991737366) + 1) - 6.62411844509705*(1.08559989929199*x_5 - 0.772239685058594)/(Abs(1.08559989929199*x_5 - 0.772239685058594) + 1) + 5.20119683136642*(0.633919954299927*x_7 - 0.02879998087883)/(Abs(0.633919954299927*x_7 - 0.02879998087883) + 1) + 5.52661829739675) + 1)
5,0.53 + 0.6*(7.1*(0.28 - 0.7*x_10)/(Abs(0.7*x_10 - 0.28) + 1) - 4.3*(0.98 - 1.3*x_2)/(Abs(1.3*x_2 - 0.98) + 1) + 5.2*(-1.2*x_1 - 1.1)/(Abs(1.2*x_1 + 1.1) + 1) - 3.6*(-1.6*x_12 - 0.065)/(Abs(1.6*x_12 + 0.065) + 1) - 5.5)/(Abs(5.2*(1.2*x_1 + 1.1)/(Abs(1.2*x_1 + 1.1) + 1) + 7.1*(0.7*x_10 - 0.28)/(Abs(0.7*x_10 - 0.28) + 1) - 3.6*(1.6*x_12 + 0.065)/(Abs(1.6*x_12 + 0.065) + 1) - 4.3*(1.3*x_2 - 0.98)/(Abs(1.3*x_2 - 0.98) + 1) + 5.5) + 1),146,0.9986,0.531018555164337 + 0.595419526100159*(7.11386899783844*(0.278559744358063 - 0.697680056095123*x_10)/(Abs(0.697680056095123*x_10 - 0.278559744358063) + 1) - 4.3309081214957*(0.978320002555847 - 1.2734397649765*x_2)/(Abs(1.2734397649765*x_2 - 0.978320002555847) + 1) + 5.21956585703208*(-1.15951979160309*x_1 - 1.12151992321014)/(Abs(1.15951979160309*x_1 + 1.12151992321014) + 1) - 3.59170208636979*(-1.56639981269836*x_12 - 0.0645599439740181)/(Abs(1.56639981269836*x_12 + 0.0645599439740181) + 1) - 5.51680243076747)/(Abs(5.21956585703208*(1.15951979160309*x_1 + 1.12151992321014)/(Abs(1.15951979160309*x_1 + 1.12151992321014) + 1) + 7.11386899783844*(0.697680056095123*x_10 - 0.278559744358063)/(Abs(0.697680056095123*x_10 - 0.278559744358063) + 1) - 3.59170208636979*(1.56639981269836*x_12 + 0.0645599439740181)/(Abs(1.56639981269836*x_12 + 0.0645599439740181) + 1) - 4.3309081214957*(1.2734397649765*x_2 - 0.978320002555847)/(Abs(1.2734397649765*x_2 - 0.978320002555847) + 1) + 5.51680243076747) + 1)
