epoch,loss,regression_loss,sparsity_input,sparsity_model,sparsity_unary,sparsity_binary,accuracy
1,1.155900239944458,0.2712775468826294,0.22444358468055725,0.845149576663971,0.0010127933928743005,0.006823026109486818,0.8925833106040955
2,1.0050500631332397,0.2607150375843048,0.455599308013916,0.9213240742683411,0.015085323713719845,0.018976541236042976,0.9065499901771545
3,0.9295901656150818,0.2515314817428589,0.5223035216331482,0.933364748954773,0.052291639149188995,0.03688704967498779,0.8964666724205017
4,0.9145185351371765,0.2500499188899994,0.554976224899292,0.9413657188415527,0.020522382110357285,0.03518129140138626,0.8942333459854126
5,0.9101030230522156,0.2526659369468689,0.580154299736023,0.9471281170845032,0.01572497934103012,0.03624739125370979,0.8931833505630493
6,0.898769199848175,0.25495782494544983,0.6040123105049133,0.9510759115219116,0.043070223182439804,0.03624739497900009,0.89083331823349
7,0.8763203620910645,0.253569632768631,0.6148634552955627,0.9535191655158997,0.07436002045869827,0.03326230123639107,0.8910333514213562
8,0.8710151314735413,0.2546738088130951,0.6204730272293091,0.9549165964126587,0.07521271705627441,0.033901963382959366,0.8895000219345093
9,0.8579808473587036,0.25300660729408264,0.6255733370780945,0.9563969969749451,0.07814471423625946,0.0324094258248806,0.8910833597183228
10,0.8563327789306641,0.25609806180000305,0.6377891898155212,0.9578313827514648,0.09866661578416824,0.037739939987659454,0.8892166614532471
11,0.9497412443161011,0.2864557206630707,0.6458260416984558,0.9594340324401855,0.10719549655914307,0.03987213969230652,0.8856833577156067
12,0.8578675985336304,0.2619931995868683,0.6478188633918762,0.961148738861084,0.13438084721565247,0.03987214341759682,0.8870333433151245
13,0.9009777903556824,0.274874746799469,0.6557551622390747,0.9624649882316589,0.11934925615787506,0.03923247382044792,0.8854166865348816
14,0.8837181329727173,0.27048707008361816,0.6606170535087585,0.9629015922546387,0.12435975670814514,0.03795316070318222,0.8863999843597412
