类别,表达式,复杂度,AUC,expr_full
0,-0.023*(0.36*tanh(1.9*x_1 - 0.46) + 0.21*tanh(3.7*x_10 - 1.4) - 0.34*tanh(0.99*x_12 - 0.61) - 0.077*tanh(8.2*x_15 - 1.4) - 0.54*tanh(0.8*x_16 - 0.74) - 0.14*tanh(4.3*x_17 - 1.2) + 0.036*tanh(10*x_18 - 3.4) + 0.26*tanh(3*x_2 - 0.92) + 0.31*tanh(1.6*x_20 - 0.46) + 0.085*tanh(2.6*x_21 - 0.76) + 0.08*tanh(6*x_3 - 1.4) + 0.015*tanh(4.8*x_5 - 2.8) + 0.25*tanh(2.9*x_6 - 0.98) + 0.031*tanh(10*x_9 - 9.3) - 1)**2 + 0.14*(0.19*tanh(2.6*x_10 - 1.2) + 0.17*tanh(2.2*x_11 - 0.83) - 0.056*tanh(4.4*x_12 - 1.5) + 0.028*tanh(5.5*x_13 - 1.4) + 0.27*tanh(2.4*x_14 - 1.2) + 0.23*tanh(4*x_15 - 1) + 0.49*tanh(1.3*x_16 - 0.72) + 0.33*tanh(1.7*x_17 - 0.63) + 0.31*tanh(2.1*x_19 - 1.1) - 0.19*tanh(2.8*x_20 - 0.76) - 0.18*tanh(2.1*x_21 - 0.75) - 0.27*tanh(1.3*x_24 - 0.23) - 0.19*tanh(2*x_5 - 0.58) - 0.44*tanh(0.44*x_6 - 1.2) - tanh(1.4*x_8 + 1.3) + 0.16)**2 - 0.045,246,0.976,-0.0232398038527553*(0.358457261642461*tanh(1.93642616271973*x_1 - 0.46335306763649) + 0.205047156311414*tanh(3.66469955444336*x_10 - 1.44348537921906) - 0.335089436466597*tanh(0.986595630645752*x_12 - 0.609372079372406) - 0.0770384008838675*tanh(8.19272899627686*x_15 - 1.36800396442413) - 0.53731329743377*tanh(0.79608678817749*x_16 - 0.742811679840088) - 0.139680596527057*tanh(4.29677724838257*x_17 - 1.24957418441772) + 0.0359654293014132*tanh(9.97059726715088*x_18 - 3.43124556541443) + 0.262375914082675*tanh(3.02126932144165*x_2 - 0.916131675243378) + 0.308775212818161*tanh(1.56145238876343*x_20 - 0.460799247026443) + 0.0853172708102322*tanh(2.56730890274048*x_21 - 0.755735456943512) + 0.0796151570646924*tanh(6.00220775604248*x_3 - 1.37063050270081) + 0.0154363651596924*tanh(4.83549880981445*x_5 - 2.84245753288269) + 0.245501420689629*tanh(2.91506004333496*x_6 - 0.984297275543213) + 0.0314599886909278*tanh(10.0029983520508*x_9 - 9.32445907592773) - 1)**2 + 0.139970682977637*(0.191207581973519*tanh(2.61816358566284*x_10 - 1.18475842475891) + 0.167482699159194*tanh(2.22922039031982*x_11 - 0.827731490135193) - 0.0561008986209139*tanh(4.44024133682251*x_12 - 1.54538357257843) + 0.0277534690236413*tanh(5.54221773147583*x_13 - 1.41533982753754) + 0.265052019304061*tanh(2.37058305740356*x_14 - 1.16151475906372) + 0.230377750429103*tanh(3.98989057540894*x_15 - 0.995977759361267) + 0.487969553531045*tanh(1.324049949646*x_16 - 0.723325073719025) + 0.334297224670394*tanh(1.66709208488464*x_17 - 0.632861971855164) + 0.308761894293462*tanh(2.09774041175842*x_19 - 1.08877372741699) - 0.188178357450126*tanh(2.78856801986694*x_20 - 0.762946546077728) - 0.175417582932125*tanh(2.10898327827454*x_21 - 0.75260454416275) - 0.273533881177611*tanh(1.27005243301392*x_24 - 0.231372877955437) - 0.187176401385263*tanh(1.98487019538879*x_5 - 0.577160358428955) - 0.444103047237123*tanh(0.437629103660583*x_6 - 1.20330083370209) - tanh(1.40866875648499*x_8 + 1.25248551368713) + 0.157671466254678)**2 - 0.0446498245000839
1,0.072*(0.58*(0.63 - x_16)**2 - 0.39*tanh(2.8*x_10 - 1.2) + 0.55*tanh(3.6*x_12 - 1.3) - tanh(2*x_14 - 0.81) - 0.47*tanh(1.2*x_17 - 0.86) + 0.28*tanh(2*x_18 - 1.3) + 0.25*tanh(2.3*x_20 - 0.84) + 0.21*tanh(1.5*x_21 - 0.88) - 0.14*tanh(7.8*x_23 - 1.6) - 0.56)**2 + 0.0072*(0.15*tanh(2.6*x_10 - 1.2) + 0.13*tanh(2.2*x_11 - 0.83) - 0.045*tanh(4.4*x_12 - 1.5) + 0.022*tanh(5.5*x_13 - 1.4) + 0.21*tanh(2.4*x_14 - 1.2) + 0.18*tanh(4*x_15 - 1) + 0.39*tanh(1.3*x_16 - 0.72) + 0.27*tanh(1.7*x_17 - 0.63) + 0.25*tanh(2.1*x_19 - 1.1) - 0.15*tanh(2.8*x_20 - 0.76) - 0.14*tanh(2.1*x_21 - 0.75) - 0.22*tanh(1.3*x_24 - 0.23) - 0.15*tanh(2*x_5 - 0.58) - 0.35*tanh(0.44*x_6 - 1.2) - 0.8*tanh(1.4*x_8 + 1.3) + 1)**2 + 0.066*(-0.0038*(0.58 - x_2)**2 + 0.43*(0.68 - x_17)**2 + 0.3*(-0.75*x_10 - 1)**2 - 0.066*(-0.6*x_19 - 1)**2 + 0.18*(-0.67*x_6 - 1)**2 + 0.065*tanh(0.97*x_11 - 0.98) - 0.045*tanh(3.1*x_14 - 1.3) - 0.044*tanh(2.8*x_15 + 1.1) - 0.045*tanh(3.8*x_16 - 0.91) - 0.043*tanh(1*x_18 - 0.45) - 0.041*tanh(2.1*x_20 - 0.77) + 0.0016*tanh(6*x_21 - 2.4) + 0.23*tanh(0.59*x_24 + 0.9) + 0.011*tanh(5.7*x_7 - 1.7) + 0.38*tanh(1.1*x_8 + 1.4) + 0.046*tanh(1.5*x_9 - 0.83) - 1)**2 - 0.15*(-0.33*(0.57 - x_4)**2 - 0.13*tanh(1.3*x_1 + 0.15) + 0.12*tanh(2.5*x_10 - 1.1) - 0.14*tanh(0.67*x_11 - 0.83) - 0.17*tanh(3.1*x_12 - 1.2) - 0.012*tanh(3.5*x_13 - 3.1) + 0.17*tanh(1.2*x_14 - 0.92) - 0.064*tanh(3.9*x_16 - 0.75) - 0.18*tanh(1.7*x_18 - 0.64) - 0.25*tanh(1.6*x_20 - 0.44) - 0.034*tanh(6.4*x_21 - 1.8) + 0.026*tanh(4.2*x_22 - 2.2) + 0.12*tanh(3.8*x_24 - 0.68) + 0.054*tanh(3.3*x_6 - 1.2) + 0.096*tanh(2.4*x_7 - 0.98) + 0.065*tanh(10*x_8 - 1.4) + 0.17*tanh(1.1*x_9 - 0.78) - 1)**2 + 0.038,489,0.9241,0.071972153125265*(0.575452252064518*(0.625586697581897 - x_16)**2 - 0.38965206931891*tanh(2.78574991226196*x_10 - 1.23810052871704) + 0.549378721443862*tanh(3.58082628250122*x_12 - 1.33775472640991) - tanh(1.99339020252228*x_14 - 0.809845447540283) - 0.469784868469785*tanh(1.2016407251358*x_17 - 0.859540164470673) + 0.283525362779732*tanh(1.99647998809814*x_18 - 1.28333210945129) + 0.250464775149858*tanh(2.32937908172607*x_20 - 0.835738956928253) + 0.206064947487616*tanh(1.53445303440094*x_21 - 0.875382840633392) - 0.135207287021129*tanh(7.83113622665405*x_23 - 1.62230503559113) - 0.560957471647835)**2 + 0.00721011315849984*(0.152622429570129*tanh(2.61816358566284*x_10 - 1.18475842475891) + 0.133685161397937*tanh(2.22922039031982*x_11 - 0.827731490135193) - 0.0447798950241272*tanh(4.44024133682251*x_12 - 1.54538357257843) + 0.022152897012076*tanh(5.54221773147583*x_13 - 1.41533982753754) + 0.211565267083692*tanh(2.37058305740356*x_14 - 1.16151475906372) + 0.18388816817034*tanh(3.98989057540894*x_15 - 0.995977759361267) + 0.38949866970481*tanh(1.324049949646*x_16 - 0.723325073719025) + 0.266836984711269*tanh(1.66709208488464*x_17 - 0.632861971855164) + 0.246454612203976*tanh(2.09774041175842*x_19 - 1.08877372741699) - 0.150204494037961*tanh(2.78856801986694*x_20 - 0.762946546077728) - 0.140018807936854*tanh(2.10898327827454*x_21 - 0.75260454416275) - 0.21833551308052*tanh(1.27005243301392*x_24 - 0.231372877955437) - 0.14940472988968*tanh(1.98487019538879*x_5 - 0.577160358428955) - 0.354484301036841*tanh(0.437629103660583*x_6 - 1.20330083370209) - 0.798202811807254*tanh(1.40866875648499*x_8 + 1.25248551368713) + 1)**2 + 0.0657552230461573*(-0.00376924242283245*(0.584978000399993 - x_2)**2 + 0.434613917437502*(0.680525587845538 - x_17)**2 + 0.298907696430728*(-0.747348800261656*x_10 - 1)**2 - 0.0659951484180991*(-0.598547780139217*x_19 - 1)**2 + 0.177505114382684*(-0.668334924939024*x_6 - 1)**2 + 0.0653965279737644*tanh(0.966109275817871*x_11 - 0.978755712509155) - 0.0445579530336409*tanh(3.09257292747498*x_14 - 1.29432332515717) - 0.0443291560727147*tanh(2.80963730812073*x_15 + 1.05743515491486) - 0.044707159569663*tanh(3.81055188179016*x_16 - 0.908170104026794) - 0.0433965721059461*tanh(1.04448258876801*x_18 - 0.445537775754929) - 0.0410912552391347*tanh(2.0930655002594*x_20 - 0.773365080356598) + 0.00163949135906909*tanh(5.96926212310791*x_21 - 2.41768741607666) + 0.233064242561303*tanh(0.590101420879364*x_24 + 0.900256037712097) + 0.0110883893027412*tanh(5.74322986602783*x_7 - 1.66995787620544) + 0.382489144194313*tanh(1.12020456790924*x_8 + 1.39598870277405) + 0.0463729935729096*tanh(1.5406756401062*x_9 - 0.831546902656555) - 1)**2 - 0.145438719712147*(-0.327504313432793*(0.569970263660697 - x_4)**2 - 0.126858723687525*tanh(1.27217590808868*x_1 + 0.147404074668884) + 0.11588849752378*tanh(2.48270130157471*x_10 - 1.13456463813782) - 0.135297818215544*tanh(0.668272435665131*x_11 - 0.834666669368744) - 0.165472029239996*tanh(3.11037659645081*x_12 - 1.19399738311768) - 0.0116150958354732*tanh(3.47113871574402*x_13 - 3.07121658325195) + 0.170528865364769*tanh(1.23225855827332*x_14 - 0.91787725687027) - 0.0637936129600314*tanh(3.90237307548523*x_16 - 0.752020478248596) - 0.184272956251158*tanh(1.71902787685394*x_18 - 0.643457353115082) - 0.245530912757786*tanh(1.61176717281342*x_20 - 0.443901240825653) - 0.0337329933010641*tanh(6.36537551879883*x_21 - 1.77283799648285) + 0.0262646022452999*tanh(4.22379446029663*x_22 - 2.16161918640137) + 0.115169255689577*tanh(3.8004629611969*x_24 - 0.675079882144928) + 0.0539537382844183*tanh(3.26352548599243*x_6 - 1.22521710395813) + 0.0958040437372464*tanh(2.41578412055969*x_7 - 0.977139890193939) + 0.0646916081447257*tanh(9.95511054992676*x_8 - 1.44299840927124) + 0.170905367079119*tanh(1.10350179672241*x_9 - 0.78218549489975) - 1)**2 + 0.038005318492651
2,0.29*(-0.21*(0.67 - x_2)**2 - 0.14*tanh(4.1*x_1 - 1.3) - 0.058*tanh(3.6*x_11 - 1.1) + 0.14*tanh(3.3*x_12 - 1.3) - 1)**2 - 0.032*(0.42*tanh(1.9*x_1 - 0.46) + 0.24*tanh(3.7*x_10 - 1.4) - 0.39*tanh(0.99*x_12 - 0.61) - 0.09*tanh(8.2*x_15 - 1.4) - 0.62*tanh(0.8*x_16 - 0.74) - 0.16*tanh(4.3*x_17 - 1.2) + 0.042*tanh(10*x_18 - 3.4) + 0.31*tanh(3*x_2 - 0.92) + 0.36*tanh(1.6*x_20 - 0.46) + 0.099*tanh(2.6*x_21 - 0.76) + 0.093*tanh(6*x_3 - 1.4) + 0.018*tanh(4.8*x_5 - 2.8) + 0.29*tanh(2.9*x_6 - 0.98) + 0.037*tanh(10*x_9 - 9.3) - 1)**2 - 0.12*(-0.41*(0.57 - x_4)**2 - 0.16*tanh(1.3*x_1 + 0.15) + 0.15*tanh(2.5*x_10 - 1.1) - 0.17*tanh(0.67*x_11 - 0.83) - 0.21*tanh(3.1*x_12 - 1.2) - 0.015*tanh(3.5*x_13 - 3.1) + 0.22*tanh(1.2*x_14 - 0.92) - 0.081*tanh(3.9*x_16 - 0.75) - 0.23*tanh(1.7*x_18 - 0.64) - 0.31*tanh(1.6*x_20 - 0.44) - 0.043*tanh(6.4*x_21 - 1.8) + 0.033*tanh(4.2*x_22 - 2.2) + 0.15*tanh(3.8*x_24 - 0.68) + 0.068*tanh(3.3*x_6 - 1.2) + 0.12*tanh(2.4*x_7 - 0.98) + 0.082*tanh(10*x_8 - 1.4) + 0.22*tanh(1.1*x_9 - 0.78) + 1)**2 + 0.3*(0.22*(0.62 - x_5)**2 + 0.23*(0.65 - x_24)**2 + 0.32*(1 - 0.38*x_4)**2 + 0.11*tanh(2*x_1 - 0.26) + 0.028*tanh(4.8*x_10 - 1.7) + 0.091*tanh(1.2*x_12 - 0.57) + 0.15*tanh(1.5*x_13 - 0.5) + 0.099*tanh(0.83*x_14 - 0.37) - 0.016*tanh(4.6*x_15 - 0.92) - 0.046*tanh(1.9*x_19 - 0.98) + 0.082*tanh(4*x_2 - 1.2) + 0.08*tanh(5.5*x_20 - 1.4) + 0.02*tanh(5*x_21 - 1.3) + 0.045*tanh(3.4*x_22 - 1.5) + 0.031*tanh(5.6*x_23 - 1.2) - 0.53*tanh(0.52*x_3 - 1.6) - 0.13*tanh(1.4*x_7 - 0.68) - 0.048*tanh(1.7*x_9 - 0.98) - 1)**2 - 0.13,455,0.8692,0.293397954230655*(-0.214702800115974*(0.666416635625821 - x_2)**2 - 0.139643871081151*tanh(4.11560249328613*x_1 - 1.26138508319855) - 0.0578384282112071*tanh(3.59993243217468*x_11 - 1.13086521625519) + 0.143749968536305*tanh(3.25283265113831*x_12 - 1.33967840671539) - 1)**2 - 0.0315684472952971*(0.416932099780326*tanh(1.93642616271973*x_1 - 0.46335306763649) + 0.23849633019898*tanh(3.66469955444336*x_10 - 1.44348537921906) - 0.389752300511563*tanh(0.986595630645752*x_12 - 0.609372079372406) - 0.0896056118295825*tanh(8.19272899627686*x_15 - 1.36800396442413) - 0.624964773519924*tanh(0.79608678817749*x_16 - 0.742811679840088) - 0.162466577303385*tanh(4.29677724838257*x_17 - 1.24957418441772) + 0.041832440189469*tanh(9.97059726715088*x_18 - 3.43124556541443) + 0.305177081052928*tanh(3.02126932144165*x_2 - 0.916131675243378) + 0.359145459211819*tanh(1.56145238876343*x_20 - 0.460799247026443) + 0.0992350069948291*tanh(2.56730890274048*x_21 - 0.755735456943512) + 0.0926027121259209*tanh(6.00220775604248*x_3 - 1.37063050270081) + 0.0179544867064958*tanh(4.83549880981445*x_5 - 2.84245753288269) + 0.285549865437726*tanh(2.91506004333496*x_6 - 0.984297275543213) + 0.0365920307594631*tanh(10.0029983520508*x_9 - 9.32445907592773) - 1)**2 - 0.11723730316235*(-0.414849173563188*(0.569970263660697 - x_4)**2 - 0.16069173602457*tanh(1.27217590808868*x_1 + 0.147404074668884) + 0.146795768639809*tanh(2.48270130157471*x_10 - 1.13456463813782) - 0.171381523141798*tanh(0.668272435665131*x_11 - 0.834666669368744) - 0.209603146470078*tanh(3.11037659645081*x_12 - 1.19399738311768) - 0.0147128227341412*tanh(3.47113871574402*x_13 - 3.07121658325195) + 0.216008632447401*tanh(1.23225855827332*x_14 - 0.91787725687027) - 0.0808072643003821*tanh(3.90237307548523*x_16 - 0.752020478248596) - 0.233418249700476*tanh(1.71902787685394*x_18 - 0.643457353115082) - 0.311013602154236*tanh(1.61176717281342*x_20 - 0.443901240825653) - 0.0427295269673775*tanh(6.36537551879883*x_21 - 1.77283799648285) + 0.0332693283371501*tanh(4.22379446029663*x_22 - 2.16161918640137) + 0.145884706194909*tanh(3.8004629611969*x_24 - 0.675079882144928) + 0.0683431112809713*tanh(3.26352548599243*x_6 - 1.22521710395813) + 0.121354824160397*tanh(2.41578412055969*x_7 - 0.977139890193939) + 0.0819447533194714*tanh(9.95511054992676*x_8 - 1.44299840927124) + 0.216485546547878*tanh(1.10350179672241*x_9 - 0.78218549489975) + 1)**2 + 0.297703991769092*(0.216396437458375*(0.615738781065373 - x_5)**2 + 0.234258638636588*(0.645540237711261 - x_24)**2 + 0.321945165759388*(1 - 0.382651734239463*x_4)**2 + 0.113685695366225*tanh(2.01655673980713*x_1 - 0.260477870702744) + 0.0281588616507766*tanh(4.81683588027954*x_10 - 1.72224128246307) + 0.0908292967816899*tanh(1.163454413414*x_12 - 0.570905745029449) + 0.15253395970025*tanh(1.54051792621613*x_13 - 0.496968865394592) + 0.0994659842370101*tanh(0.825625121593475*x_14 - 0.368880867958069) - 0.0156085612349586*tanh(4.60136318206787*x_15 - 0.917837262153625) - 0.0464096187440818*tanh(1.86703670024872*x_19 - 0.976314127445221) + 0.0820069956667362*tanh(3.98008179664612*x_2 - 1.17742919921875) + 0.0798334013662883*tanh(5.46831750869751*x_20 - 1.43294656276703) + 0.0199963368698765*tanh(5.02135038375854*x_21 - 1.27276408672333) + 0.0452720969179148*tanh(3.40386700630188*x_22 - 1.46514570713043) + 0.0306762856550388*tanh(5.56277894973755*x_23 - 1.16375744342804) - 0.525225247449656*tanh(0.524305403232574*x_3 - 1.60498869419098) - 0.127328764295089*tanh(1.35923171043396*x_7 - 0.678225040435791) - 0.0481704460081647*tanh(1.67947447299957*x_9 - 0.976515710353851) - 1)**2 - 0.128622025251389
3,-0.066*(0.2*(0.63 - x_16)**2 - 0.13*tanh(2.8*x_10 - 1.2) + 0.19*tanh(3.6*x_12 - 1.3) - 0.34*tanh(2*x_14 - 0.81) - 0.16*tanh(1.2*x_17 - 0.86) + 0.098*tanh(2*x_18 - 1.3) + 0.086*tanh(2.3*x_20 - 0.84) + 0.071*tanh(1.5*x_21 - 0.88) - 0.047*tanh(7.8*x_23 - 1.6) + 1)**2 + 0.018*(0.37*tanh(1.9*x_1 - 0.46) + 0.21*tanh(3.7*x_10 - 1.4) - 0.34*tanh(0.99*x_12 - 0.61) - 0.079*tanh(8.2*x_15 - 1.4) - 0.55*tanh(0.8*x_16 - 0.74) - 0.14*tanh(4.3*x_17 - 1.2) + 0.037*tanh(10*x_18 - 3.4) + 0.27*tanh(3*x_2 - 0.92) + 0.32*tanh(1.6*x_20 - 0.46) + 0.088*tanh(2.6*x_21 - 0.76) + 0.082*tanh(6*x_3 - 1.4) + 0.016*tanh(4.8*x_5 - 2.8) + 0.25*tanh(2.9*x_6 - 0.98) + 0.032*tanh(10*x_9 - 9.3) + 1)**2 - 0.076*(0.19*tanh(2.6*x_10 - 1.2) + 0.17*tanh(2.2*x_11 - 0.83) - 0.056*tanh(4.4*x_12 - 1.5) + 0.028*tanh(5.5*x_13 - 1.4) + 0.27*tanh(2.4*x_14 - 1.2) + 0.23*tanh(4*x_15 - 1) + 0.49*tanh(1.3*x_16 - 0.72) + 0.33*tanh(1.7*x_17 - 0.63) + 0.31*tanh(2.1*x_19 - 1.1) - 0.19*tanh(2.8*x_20 - 0.76) - 0.18*tanh(2.1*x_21 - 0.75) - 0.27*tanh(1.3*x_24 - 0.23) - 0.19*tanh(2*x_5 - 0.58) - 0.44*tanh(0.44*x_6 - 1.2) - tanh(1.4*x_8 + 1.3) + 0.38)**2 - 0.014*(-0.0062*(0.58 - x_2)**2 + 0.71*(0.68 - x_17)**2 + 0.49*(-0.75*x_10 - 1)**2 - 0.11*(-0.6*x_19 - 1)**2 + 0.29*(-0.67*x_6 - 1)**2 + 0.11*tanh(0.97*x_11 - 0.98) - 0.073*tanh(3.1*x_14 - 1.3) - 0.073*tanh(2.8*x_15 + 1.1) - 0.074*tanh(3.8*x_16 - 0.91) - 0.071*tanh(1*x_18 - 0.45) - 0.068*tanh(2.1*x_20 - 0.77) + 0.0027*tanh(6*x_21 - 2.4) + 0.38*tanh(0.59*x_24 + 0.9) + 0.018*tanh(5.7*x_7 - 1.7) + 0.63*tanh(1.1*x_8 + 1.4) + 0.076*tanh(1.5*x_9 - 0.83) - 1)**2 - 0.24*(0.26*(0.62 - x_5)**2 + 0.29*(0.65 - x_24)**2 + 0.39*(1 - 0.38*x_4)**2 + 0.14*tanh(2*x_1 - 0.26) + 0.034*tanh(4.8*x_10 - 1.7) + 0.11*tanh(1.2*x_12 - 0.57) + 0.19*tanh(1.5*x_13 - 0.5) + 0.12*tanh(0.83*x_14 - 0.37) - 0.019*tanh(4.6*x_15 - 0.92) - 0.056*tanh(1.9*x_19 - 0.98) + 0.1*tanh(4*x_2 - 1.2) + 0.097*tanh(5.5*x_20 - 1.4) + 0.024*tanh(5*x_21 - 1.3) + 0.055*tanh(3.4*x_22 - 1.5) + 0.037*tanh(5.6*x_23 - 1.2) - 0.64*tanh(0.52*x_3 - 1.6) - 0.15*tanh(1.4*x_7 - 0.68) - 0.059*tanh(1.7*x_9 - 0.98) - 1)**2 + 0.49,617,0.7918,-0.0664683942746041*(0.198484702997997*(0.625586697581897 - x_16)**2 - 0.134398596884191*tanh(2.78574991226196*x_10 - 1.23810052871704) + 0.189491433855712*tanh(3.58082628250122*x_12 - 1.33775472640991) - 0.344919499899261*tanh(1.99339020252228*x_14 - 0.809845447540283) - 0.162037961892839*tanh(1.2016407251358*x_17 - 0.859540164470673) + 0.0977934263387419*tanh(1.99647998809814*x_18 - 1.28333210945129) + 0.0863901849870699*tanh(2.32937908172607*x_20 - 0.835738956928253) + 0.0710758186341961*tanh(1.53445303440094*x_21 - 0.875382840633392) - 0.0466356298220637*tanh(7.83113622665405*x_23 - 1.62230503559113) + 1)**2 + 0.0180726580720498*(0.368425788178202*tanh(1.93642616271973*x_1 - 0.46335306763649) + 0.210749420535057*tanh(3.66469955444336*x_10 - 1.44348537921906) - 0.344408114860663*tanh(0.986595630645752*x_12 - 0.609372079372406) - 0.0791808022958604*tanh(8.19272899627686*x_15 - 1.36800396442413) - 0.552255725546212*tanh(0.79608678817749*x_16 - 0.742811679840088) - 0.143565047707173*tanh(4.29677724838257*x_17 - 1.24957418441772) + 0.0369656108424921*tanh(9.97059726715088*x_18 - 3.43124556541443) + 0.269672463885818*tanh(3.02126932144165*x_2 - 0.916131675243378) + 0.317362105125638*tanh(1.56145238876343*x_20 - 0.460799247026443) + 0.0876899036706516*tanh(2.56730890274048*x_21 - 0.755735456943512) + 0.0818292168446788*tanh(6.00220775604248*x_3 - 1.37063050270081) + 0.0158656431578692*tanh(4.83549880981445*x_5 - 2.84245753288269) + 0.252328698830106*tanh(2.91506004333496*x_6 - 0.984297275543213) + 0.0323348760642305*tanh(10.0029983520508*x_9 - 9.32445907592773) + 1)**2 - 0.0758570160470208*(0.191207581973519*tanh(2.61816358566284*x_10 - 1.18475842475891) + 0.167482699159194*tanh(2.22922039031982*x_11 - 0.827731490135193) - 0.0561008986209139*tanh(4.44024133682251*x_12 - 1.54538357257843) + 0.0277534690236413*tanh(5.54221773147583*x_13 - 1.41533982753754) + 0.265052019304061*tanh(2.37058305740356*x_14 - 1.16151475906372) + 0.230377750429103*tanh(3.98989057540894*x_15 - 0.995977759361267) + 0.487969553531045*tanh(1.324049949646*x_16 - 0.723325073719025) + 0.334297224670394*tanh(1.66709208488464*x_17 - 0.632861971855164) + 0.308761894293462*tanh(2.09774041175842*x_19 - 1.08877372741699) - 0.188178357450126*tanh(2.78856801986694*x_20 - 0.762946546077728) - 0.175417582932125*tanh(2.10898327827454*x_21 - 0.75260454416275) - 0.273533881177611*tanh(1.27005243301392*x_24 - 0.231372877955437) - 0.187176401385263*tanh(1.98487019538879*x_5 - 0.577160358428955) - 0.444103047237123*tanh(0.437629103660583*x_6 - 1.20330083370209) - tanh(1.40866875648499*x_8 + 1.25248551368713) + 0.37930221064589)**2 - 0.0137128659382686*(-0.00620067393460046*(0.584978000399993 - x_2)**2 + 0.714971043821636*(0.680525587845538 - x_17)**2 + 0.491724583932889*(-0.747348800261656*x_10 - 1)**2 - 0.108566749150267*(-0.598547780139217*x_19 - 1)**2 + 0.292008635301276*(-0.668334924939024*x_6 - 1)**2 + 0.107581975615028*tanh(0.966109275817871*x_11 - 0.978755712509155) - 0.0733010262967449*tanh(3.09257292747498*x_14 - 1.29432332515717) - 0.0729246388976918*tanh(2.80963730812073*x_15 + 1.05743515491486) - 0.0735464817424282*tanh(3.81055188179016*x_16 - 0.908170104026794) - 0.0713904714322245*tanh(1.04448258876801*x_18 - 0.445537775754929) - 0.0675980599597117*tanh(2.0930655002594*x_20 - 0.773365080356598) + 0.00269708079124903*tanh(5.96926212310791*x_21 - 2.41768741607666) + 0.383407383187438*tanh(0.590101420879364*x_24 + 0.900256037712097) + 0.0182411951297478*tanh(5.74322986602783*x_7 - 1.66995787620544) + 0.629222055951252*tanh(1.12020456790924*x_8 + 1.39598870277405) + 0.0762868980713785*tanh(1.5406756401062*x_9 - 0.831546902656555) - 1)**2 - 0.236396562972511*(0.263409087514016*(0.615738781065373 - x_5)**2 + 0.285151895152658*(0.645540237711261 - x_24)**2 + 0.391888532631418*(1 - 0.382651734239463*x_4)**2 + 0.138384187981717*tanh(2.01655673980713*x_1 - 0.260477870702744) + 0.0342764425328916*tanh(4.81683588027954*x_10 - 1.72224128246307) + 0.110562181456461*tanh(1.163454413414*x_12 - 0.570905745029449) + 0.185672331815865*tanh(1.54051792621613*x_13 - 0.496968865394592) + 0.121075210175741*tanh(0.825625121593475*x_14 - 0.368880867958069) - 0.0189995589603823*tanh(4.60136318206787*x_15 - 0.917837262153625) - 0.0564922208000926*tanh(1.86703670024872*x_19 - 0.976314127445221) + 0.0998232140605178*tanh(3.98008179664612*x_2 - 1.17742919921875) + 0.0971774011348*tanh(5.46831750869751*x_20 - 1.43294656276703) + 0.0243405894772653*tanh(5.02135038375854*x_21 - 1.27276408672333) + 0.0551075696026089*tanh(3.40386700630188*x_22 - 1.46514570713043) + 0.037340782998183*tanh(5.56277894973755*x_23 - 1.16375744342804) - 0.639331704324611*tanh(0.524305403232574*x_3 - 1.60498869419098) - 0.15499124667294*tanh(1.35923171043396*x_7 - 0.678225040435791) - 0.0586355920512533*tanh(1.67947447299957*x_9 - 0.976515710353851) - 1)**2 + 0.489249857142568
