epoch,loss,regression_loss,sparsity_input,sparsity_model,sparsity_unary,sparsity_binary,accuracy
1,1.029088020324707,0.3171159327030182,0.25436899065971375,0.8486298322677612,0.155437171459198,0.2023448944091797,0.8706666827201843
2,0.7673344016075134,0.2993733286857605,0.5198859572410583,0.927797257900238,0.4001045823097229,0.4023447632789612,0.8836666941642761
3,0.6736345887184143,0.2757338583469391,0.5870718359947205,0.9449808597564697,0.400850772857666,0.468229204416275,0.8869166374206543
4,0.6798847317695618,0.288444846868515,0.6400319337844849,0.955263614654541,0.42468008399009705,0.5247322916984558,0.8830999732017517
5,0.7784486413002014,0.3412063717842102,0.6907932758331299,0.962148129940033,0.523716390132904,0.6445608139038086,0.8658666610717773
6,1.1145676374435425,0.5040978789329529,0.7572934627532959,0.9707814455032349,0.5745725035667419,0.8560715913772583,0.7918833494186401
7,0.8010849356651306,0.3682081997394562,0.7783833146095276,0.9744170904159546,0.5865665078163147,0.7795254588127136,0.8300833106040955
8,0.8417490720748901,0.3913884460926056,0.7877517938613892,0.9757460355758667,0.5829958319664001,0.7562851905822754,0.8410500288009644
9,0.7296768426895142,0.3423755466938019,0.7915139198303223,0.9769760966300964,0.6023463010787964,0.7488226890563965,0.8464833498001099
10,0.7196334600448608,0.34007400274276733,0.7945550680160522,0.9780220985412598,0.6024524569511414,0.7539400458335876,0.8479333519935608
11,0.7709851264953613,0.3668314218521118,0.8002153038978577,0.9788439273834229,0.6045314073562622,0.7526605129241943,0.8479166626930237
12,0.7501938939094543,0.35891929268836975,0.8026798963546753,0.979173481464386,0.6038920283317566,0.7556456923484802,0.8457833528518677
13,0.767862856388092,0.36903640627861023,0.8065817356109619,0.9794142842292786,0.6046375632286072,0.7656670212745667,0.8346499800682068
14,0.7491826415061951,0.36121124029159546,0.8075779676437378,0.9795306324958801,0.6041585206985474,0.7686519026756287,0.8354499936103821
15,0.7702733874320984,0.37238451838493347,0.8111194372177124,0.9799806475639343,0.6009064316749573,0.7780333757400513,0.8294166922569275
16,0.7283320426940918,0.35299748182296753,0.8115061521530151,0.9800254702568054,0.6034654378890991,0.7641743421554565,0.8421000242233276
17,0.7129331231117249,0.3464314043521881,0.8115790486335754,0.9801093935966492,0.6040515303611755,0.762894868850708,0.8445333242416382
18,0.7062699794769287,0.34358105063438416,0.8116933107376099,0.9800427556037903,0.6044249534606934,0.7582044005393982,0.8452666401863098
19,0.7053483128547668,0.34313464164733887,0.812365710735321,0.9802111387252808,0.6061302423477173,0.7575647234916687,0.8463500142097473
20,0.7021242380142212,0.3418671488761902,0.8129185438156128,0.9803028702735901,0.602878749370575,0.755645215511322,0.8464000225067139
21,0.7026740312576294,0.3420940935611725,0.8133608102798462,0.9802598357200623,0.6035184264183044,0.7545793056488037,0.8451833128929138
22,0.7089211344718933,0.3453112244606018,0.8133163452148438,0.9804176688194275,0.6036780476570129,0.7616155743598938,0.8430333137512207
23,0.698391854763031,0.3403136730194092,0.8131272196769714,0.9803391695022583,0.6025055050849915,0.7582041621208191,0.8470666408538818
24,0.6997039914131165,0.3409523069858551,0.813788652420044,0.9804074764251709,0.6036788821220398,0.7603367567062378,0.8461499810218811
25,0.7013412714004517,0.3413245975971222,0.8132032752037048,0.9804530739784241,0.6041581034660339,0.7539397478103638,0.8456166386604309
26,0.6984901428222656,0.3397354781627655,0.8137754201889038,0.9804294109344482,0.602345883846283,0.7537264823913574,0.8457833528518677
27,0.7042065858840942,0.3422635793685913,0.8134586811065674,0.9804619550704956,0.606504499912262,0.7552187442779541,0.8454499840736389
28,0.7106700539588928,0.3454071581363678,0.8133551478385925,0.9804884791374207,0.6011729836463928,0.7582041621208191,0.8425999879837036
29,0.7009228467941284,0.3405857980251312,0.8132557272911072,0.9803768992424011,0.6014395952224731,0.7558593153953552,0.8467333316802979
30,0.7020584940910339,0.34129002690315247,0.8154088854789734,0.9804686307907104,0.6031990051269531,0.7588439583778381,0.8464999794960022
