run_index,total_runs,stage_seed,device,batch_size,lib_preset,base_acc,base_n_edge,selected_input_dim,enhanced_acc,enhanced_n_edge,selected_stage,selected_score,final_acc,final_n_edge,effective_target_edges,effective_input_dim,valid_expression_count,expr_complexity_mean,macro_auc,validation_mean_r2,validation_negative_r2_count,stage_total_seconds,stage_train_total_seconds,stage_prune_total_seconds,stage_final_finetune_seconds,symbolic_total_seconds,symbolic_core_seconds,symbolize_wall_time_s,post_symbolic_eval_wall_time_s,run_total_wall_time_s,run_overhead_wall_time_s,symbolic_non_core_seconds,symbolic_non_core_valid,symbolic_abort_stage,symbolic_abort_reason,symbolic_abort_error_type,symbolic_warning_count,export_wall_time_s,pre_symbolic_n_edge,pre_symbolic_too_dense,stagewise_enabled,stage_guard_mode,input_compaction_enabled,input_compaction_fallback,input_compaction_reason,input_compaction_error_type,layerwise_finetune_steps,layerwise_finetune_lr,layerwise_finetune_lamb,layerwise_use_validation,layerwise_validation_ratio,layerwise_validation_seed,layerwise_early_stop_patience,layerwise_early_stop_min_delta,layerwise_eval_interval,layerwise_validation_n_sample,output_dir
1,1,42,cpu,64,layered,0.105,6352,24,0.6486999988555908,267,final,0.3692938196525145,0.43479999899864197,143,133,24,10,518.7,0.8706482195462939,0.9999999999999234,0,1.5020556000000003,0.20008770000000098,0.2964707999999998,0.4369745999999992,63.7730251,63.7730251,82.9476807,8.124914500000003,99.4207366,14.971000299999986,19.17465560000001,True,,,,0,82.9476807,267,True,True,light,True,False,,,8,0.005,1e-05,False,0.15,123,1,0.001,4,80,D:\chenpeng\Documents\学习\数学\毕业论文\symkan-experiments\outputs\stage6_radial_bf_smoke\run_01_seed42
